user_id	Ranking	Baseline Rate	CM Rate	Number of States	Cmu	hmu	Lopt
200230533	449	0.592	0.914	23.0	3.5189	0.3394	7.0
92356909	450	0.82	0.82	2.0	0.750153	0.698088	1.0
1750241	451	0.891	0.859	2.0	0.650022	0.540469	1.0
16818880	452	0.901	0.891	2.0	0.699506	0.562624	1.0
228397622	453	0.909	0.888	2.0	0.565101	0.444094	1.0
15762258	454	0.789	0.784	28.0	2.30249	0.618175	8.0
92927188	455	0.924	0.924	2.0	0.528762	0.447023	1.0
17083396	456	0.73	0.77	253.0	4.96668	0.57378	10.0
227162392	457	0.489	0.5	157.0	4.81579	0.669405	10.0
110545906	458	0.847	0.849	102.0	3.78694	0.613896	9.0
14870168	459	0.698	0.698	2.0	0.501955	0.420556	1.0
15106068	460	0.849	0.917	2.0	0.433333	0.33146	1.0
23008116	461	0.841	0.841	2.0	0.674808	0.63973	1.0
15585410	462	0.753	0.787	4.0	1.60368	0.714374	2.0
263159094	463	0.535	0.688	7.0	2.23438	0.524234	5.0
70199201	464	0.808	0.903	22.0	3.13184	0.451371	7.0
16561212	465	0.867	0.867	2.0	0.5421	0.528213	1.0
151690856	466	0.885	0.885	2.0	0.5421	0.479563	1.0
62846638	467	0.832	0.849	99.0	2.85898	0.462344	9.0
39362638	468	0.914	0.953	2.0	0.466514	0.327334	1.0
139960419	469	0.745	0.745	2.0	0.856442	0.8537	1.0
5660312	470	0.71	0.747	168.0	3.42622	0.480056	10.0
26780801	471	0.935	0.912	2.0	0.655436	0.545835	1.0
106283898	472	0.906	0.906	2.0	0.723488	0.648174	1.0
18627463	473	0.901	0.901	1.0	-0.0	0.444849	1.0
23500913	474	0.865	0.865	2.0	0.84525	0.804771	1.0
215279991	475	0.666	0.663	9.0	3.061	0.910776	5.0
5489202	476	0.874	0.874	6.0	1.24129	0.730865	6.0
91106767	477	0.75	0.75	2.0	0.871862	0.868182	1.0
111047938	478	0.719	0.781	46.0	3.34438	0.585215	8.0
14218186	479	0.826	0.826	2.0	0.67076	0.632162	1.0
76456492	480	0.831	0.831	2.0	0.590614	0.524819	1.0
18343178	481	0.859	0.859	2.0	0.480447	0.444168	1.0
55648693	482	0.792	0.799	2.0	0.701144	0.589957	1.0
17925141	483	0.799	0.833	191.0	5.09801	0.507173	10.0
8757362	484	0.576	0.622	2.0	0.726075	0.618384	1.0
38976017	485	0.695	0.695	2.0	0.835116	0.822424	1.0
57081867	486	0.773	0.773	2.0	0.691228	0.638184	1.0
18429289	487	0.905	0.905	6.0	1.72744	0.598624	5.0
135399738	488	0.99	0.994	2.0	0.176849	0.0805182	1.0
13028322	489	0.815	0.815	2.0	0.664921	0.647402	1.0
20938935	490	0.807	0.851	174.0	3.45418	0.444756	10.0
15239123	491	0.938	0.938	2.0	0.38995	0.330935	1.0
14661957	492	0.859	0.859	2.0	0.609188	0.552027	1.0
37420083	493	0.911	0.911	2.0	0.663156	0.650522	1.0
36563254	494	0.932	0.929	4.0	1.18069	0.537025	2.0
68807455	495	0.898	0.898	2.0	0.618248	0.565522	1.0
117604712	496	0.805	0.813	171.0	5.07749	0.665304	10.0
216258042	497	0.911	0.917	2.0	0.4885	0.342897	1.0
119946793	498	0.921	0.921	2.0	0.510507	0.403367	1.0
10876852	499	0.742	0.742	2.0	0.894253	0.876483	1.0
190229279	500	0.951	0.964	2.0	0.481257	0.330794	1.0
790000	501	0.802	0.825	139.0	2.57022	0.380914	10.0
116108369	502	0.782	0.716	208.0	6.33287	0.720097	10.0
151084354	503	0.945	0.954	14.0	1.65861	0.387745	6.0
14951992	504	0.71	0.736	195.0	5.70676	0.667487	10.0
65293006	505	0.859	0.841	2.0	0.671341	0.579745	1.0
17591742	506	0.747	0.747	2.0	0.541367	0.508199	1.0
156693720	507	0.957	0.957	7.0	1.53538	0.484361	5.0
137679779	508	0.884	0.887	4.0	1.26522	0.592124	2.0
13807132	509	0.839	0.828	155.0	2.69879	0.36596	10.0
114235871	510	0.818	0.818	2.0	0.584512	0.534355	1.0
11606702	511	0.846	0.846	2.0	0.545754	0.474047	1.0
19993686	512	0.875	0.875	2.0	0.663745	0.612075	1.0
15135214	513	0.742	0.771	4.0	1.31768	0.586179	3.0
20858400	514	0.887	0.887	2.0	0.503519	0.435664	1.0
226011338	515	0.742	0.806	5.0	0.917212	0.365136	4.0
149612671	516	0.922	0.924	2.0	0.415616	0.272987	1.0
26539097	517	0.812	0.812	1.0	-0.0	0.886303	1.0
14742479	518	0.761	0.774	4.0	1.5462	0.7496	2.0
91191989	519	0.966	0.972	48.0	1.65607	0.150302	9.0
23401174	520	0.961	0.961	2.0	0.612441	0.563231	1.0
14612263	521	0.727	0.71	91.0	3.50514	0.641934	9.0
51908250	522	0.742	0.742	2.0	0.852883	0.829888	1.0
14923682	523	0.852	0.852	2.0	0.49566	0.44091	1.0
38580030	524	0.977	0.977	2.0	0.246337	0.214822	1.0
16294267	525	0.607	0.775	15.0	3.63275	0.579492	6.0
8935052	526	0.86	0.851	36.0	2.93252	0.589414	8.0
27702107	527	0.705	0.832	83.0	5.0223	0.403966	9.0
14384696	528	0.893	0.929	42.0	3.90621	0.567301	6.0
14321959	529	0.697	0.747	18.0	1.82083	0.55729	8.0
14217862	530	0.898	0.896	2.0	0.554431	0.430567	1.0
15409034	531	0.857	0.857	2.0	0.706564	0.659939	1.0
36832842	532	0.83	0.822	6.0	1.85256	0.565418	3.0
15819292	533	0.859	0.859	2.0	0.540633	0.454218	1.0
27908385	534	0.947	0.947	47.0	1.93093	0.420808	8.0
190969275	535	0.971	0.971	2.0	0.342356	0.274075	1.0
608473	536	0.831	0.831	2.0	0.709251	0.683903	1.0
93396189	537	0.696	0.766	5.0	2.24822	0.580397	4.0
156296440	538	0.892	0.921	2.0	0.686191	0.497069	1.0
83943195	539	0.779	0.779	2.0	0.69234	0.630166	1.0
170061178	540	0.815	0.815	2.0	0.511279	0.470871	1.0
19374805	541	0.868	0.86	6.0	1.64126	0.57599	4.0
27109378	542	0.82	0.82	2.0	0.817411	0.791112	1.0
35671638	543	0.761	0.753	4.0	0.83541	0.567554	4.0
108083117	544	0.812	0.812	6.0	1.35706	0.58292	5.0
210014700	545	0.681	0.819	165.0	4.79055	0.339254	10.0
16616272	546	0.868	0.922	10.0	2.55893	0.326921	4.0
144231655	547	0.86	0.854	21.0	3.1939	0.602912	8.0
90971235	548	0.81	0.81	2.0	0.773811	0.76877	1.0
11063312	549	0.865	0.865	2.0	0.678822	0.653122	1.0
42202168	550	0.831	0.831	2.0	0.593976	0.526654	1.0
2900	551	0.836	0.836	227.0	5.56986	0.694015	10.0
109150601	552	0.777	0.853	7.0	1.27926	0.486322	5.0
11435642	553	0.784	0.784	2.0	0.714576	0.638286	1.0
23777198	554	0.753	0.753	2.0	0.89124	0.880612	1.0
14835646	555	0.919	0.896	2.0	0.513588	0.408107	1.0
19721592	556	0.747	0.739	22.0	2.03618	0.698179	8.0
16313592	557	0.716	0.699	101.0	4.42653	0.694857	9.0
39897996	558	0.875	0.895	52.0	3.64024	0.373822	9.0
232682267	559	0.778	0.817	16.0	3.05667	0.646896	8.0
17179368	560	0.904	0.904	2.0	0.64699	0.579643	1.0
169722743	561	0.988	0.983	2.0	0.261542	0.185397	1.0
21575880	562	0.81	0.822	234.0	4.31092	0.480338	10.0
15365998	563	0.786	0.786	2.0	0.773811	0.735145	1.0
1774081	564	0.943	0.943	5.0	0.689455	0.362595	5.0
15891536	565	0.806	0.862	16.0	1.90593	0.474915	8.0
129935970	566	0.998	0.998	2.0	0.622722	0.613249	1.0
141418796	567	0.844	0.844	2.0	0.673077	0.633868	1.0
78924375	568	0.883	0.878	15.0	1.48772	0.582228	7.0
239976874	569	0.885	0.885	2.0	0.432459	0.378536	1.0
18754728	570	0.699	0.688	77.0	4.53468	0.745748	9.0
238602830	571	0.864	0.851	190.0	3.54071	0.48677	10.0
16237734	572	0.807	0.807	2.0	0.680533	0.597902	1.0
25373949	573	0.875	0.875	2.0	0.568615	0.534659	1.0
250983856	574	0.961	0.961	2.0	0.429829	0.374199	1.0
18611056	575	0.842	0.834	11.0	2.79089	0.687644	5.0
23148563	576	0.948	0.948	2.0	0.417323	0.393114	1.0
15292471	577	0.931	0.92	3.0	0.777819	0.587762	2.0
117626824	578	0.916	0.907	32.0	2.20905	0.508264	8.0
26089676	579	0.758	0.789	4.0	1.37581	0.628389	2.0
203871835	580	0.758	0.758	2.0	0.872856	0.855896	1.0
103133559	581	0.901	0.901	2.0	0.522737	0.379986	1.0
93100491	582	0.891	0.917	2.0	0.533241	0.432063	1.0
70062275	583	0.75	0.776	118.0	5.17429	0.650022	10.0
30404850	584	0.951	0.953	2.0	0.409296	0.317817	1.0
180595146	585	0.919	0.933	2.0	0.539898	0.405441	1.0
162557157	586	0.706	0.706	1.0	-0.0	0.897991	1.0
46037408	587	0.961	0.961	2.0	0.126861	0.106996	1.0
15943715	588	0.824	0.847	116.0	3.55658	0.547541	9.0
17576806	589	0.87	0.87	2.0	0.65123	0.646465	1.0
17519222	590	0.885	0.885	2.0	0.591288	0.5576	1.0
15447400	591	0.767	0.778	126.0	3.34542	0.544854	9.0
21460496	592	0.823	0.828	5.0	1.09562	0.409704	4.0
173387492	593	0.763	0.823	2.0	0.677678	0.572212	1.0
17194090	594	0.769	0.781	20.0	0.909427	0.299501	7.0
16050296	595	0.727	0.841	70.0	3.78042	0.398801	9.0
40348955	596	0.87	0.87	2.0	0.452265	0.339819	1.0
52254968	597	0.909	0.919	2.0	0.431583	0.258348	1.0
8402052	598	0.821	0.801	81.0	4.88227	0.736565	9.0
16716129	599	0.831	0.831	2.0	0.620809	0.567928	1.0
28211629	600	0.891	0.927	2.0	0.491692	0.345355	1.0
20192882	601	0.839	0.839	2.0	0.718792	0.713767	1.0
11673662	602	0.77	0.767	166.0	5.44417	0.69733	10.0
1717291	603	0.784	0.778	94.0	3.55425	0.520008	9.0
1394361	604	0.789	0.872	2.0	0.49645	0.384617	1.0
15683948	605	0.917	0.911	172.0	3.64284	0.442167	10.0
9734372	606	0.885	0.885	2.0	0.49566	0.436849	1.0
15463771	607	0.849	0.849	2.0	0.645162	0.5721	1.0
90203791	608	0.831	0.831	2.0	0.49645	0.43469	1.0
34146256	609	0.859	0.859	2.0	0.555865	0.50333	1.0
73359595	610	0.925	0.929	2.0	0.38995	0.255847	1.0
28018958	611	0.784	0.784	2.0	0.749177	0.744551	1.0
188085022	612	0.836	0.818	2.0	0.675958	0.564293	1.0
12984	613	0.895	0.903	4.0	0.892804	0.366162	2.0
22457041	614	0.742	0.742	2.0	0.726591	0.691827	1.0
235235930	615	0.76	0.76	2.0	0.459011	0.404948	1.0
84217059	616	0.688	0.688	2.0	0.572108	0.515963	1.0
18929690	617	0.948	0.948	55.0	1.48345	0.271891	8.0
14746460	618	0.826	0.826	1.0	-0.0	0.697957	1.0
15706037	619	0.841	0.841	2.0	0.781535	0.724361	1.0
193544915	620	0.921	0.921	2.0	0.424536	0.355752	1.0
144892029	621	0.838	0.824	24.0	4.05829	0.762435	6.0
119086671	622	0.901	0.901	2.0	0.659608	0.586456	1.0
36880462	623	0.71	0.836	109.0	5.1652	0.434738	10.0
260548343	624	1.0	1.0	2.0	0.782434	0.773919	1.0
145315512	625	0.893	0.919	2.0	0.390884	0.241586	1.0
17215826	626	0.947	0.933	25.0	2.45638	0.577201	8.0
18239795	627	0.898	0.898	2.0	0.673655	0.608117	1.0
85481462	628	0.888	0.902	47.0	1.74847	0.354366	8.0
9175912	629	0.75	0.806	39.0	4.60398	0.689707	7.0
197074340	630	0.849	0.849	2.0	0.433333	0.347377	1.0
53324525	631	0.885	0.885	2.0	0.271838	0.214639	1.0
216464216	632	0.939	0.937	4.0	1.13108	0.519952	2.0
226625808	633	0.979	0.992	2.0	0.356327	0.171087	1.0
172397445	634	0.951	0.951	2.0	0.622722	0.561474	1.0
156743304	635	0.921	0.921	2.0	0.434206	0.385181	1.0
220052633	636	0.817	0.965	2.0	0.153268	0.0492653	1.0
16363738	637	0.75	0.741	149.0	3.07545	0.420717	10.0
174649888	638	0.823	0.823	2.0	0.528762	0.489975	1.0
27386308	639	0.945	0.951	2.0	0.39461	0.245327	1.0
18507464	640	0.807	0.793	69.0	3.85078	0.780566	9.0
86528620	641	0.956	0.958	2.0	0.321837	0.170329	1.0
77972784	642	0.922	0.979	2.0	0.256907	0.146098	1.0
95927735	643	0.675	0.799	76.0	4.71281	0.516681	10.0
14349894	644	0.876	0.874	146.0	2.86752	0.313335	10.0
27325141	645	0.951	0.932	2.0	0.41741	0.27556	1.0
12611642	646	0.893	0.893	2.0	0.591961	0.507561	1.0
90420645	647	0.906	0.906	2.0	0.500387	0.390948	1.0
9926562	648	0.805	0.867	2.0	0.498028	0.402727	1.0
9543992	649	0.875	0.875	2.0	0.581778	0.530273	1.0
60642052	650	0.759	0.741	227.0	5.39255	0.70645	10.0
15747743	651	0.977	0.977	2.0	0.421873	0.395087	1.0
239221322	652	0.747	0.849	83.0	4.89378	0.616089	9.0
14652452	653	0.927	0.927	2.0	0.616963	0.590172	1.0
5683952	654	0.831	0.831	2.0	0.734253	0.723246	1.0
21507298	655	0.724	0.847	92.0	5.15023	0.417014	9.0
133575658	656	0.938	0.938	1.0	-0.0	0.317779	1.0
25740983	657	0.909	0.909	2.0	0.484487	0.473124	1.0
15446200	658	0.815	0.815	2.0	0.695109	0.653594	1.0
126346398	659	0.919	0.919	2.0	0.368058	0.319269	1.0
270781759	660	0.99	0.996	2.0	0.135848	0.0633803	1.0
208161241	661	0.727	0.727	1.0	-0.0	0.809979	1.0
155971406	662	0.886	0.891	8.0	1.33776	0.441999	5.0
72661977	663	0.903	0.889	94.0	3.33759	0.562543	9.0
14335761	664	0.806	0.837	23.0	2.24321	0.520216	8.0
811051	665	0.948	0.925	2.0	0.445446	0.28734	1.0
142042209	666	0.844	0.844	2.0	0.663156	0.601554	1.0
14562004	667	0.914	0.914	2.0	0.49645	0.436917	1.0
45526985	668	0.802	0.819	217.0	4.35051	0.519163	10.0
12372812	669	0.851	0.839	177.0	4.58049	0.640891	10.0
188092633	670	0.665	0.742	10.0	2.36853	0.557788	6.0
166394396	671	0.807	0.807	6.0	1.22776	0.494829	5.0
119395435	672	0.919	0.919	2.0	0.457331	0.425665	1.0
19650336	673	0.866	0.858	3.0	0.843979	0.631699	2.0
25911549	674	0.804	0.847	5.0	1.8225	0.590265	4.0
13683762	675	0.793	0.77	202.0	4.87172	0.531142	10.0
36292512	676	0.828	0.859	117.0	4.50845	0.560271	10.0
119546373	677	0.867	0.867	2.0	0.615029	0.532034	1.0
17150292	678	0.812	0.824	98.0	2.7337	0.487422	9.0
31619861	679	0.807	0.799	11.0	2.52084	0.815118	5.0
24849387	680	0.861	0.855	95.0	3.87539	0.692277	9.0
97361708	681	0.885	0.885	2.0	0.608535	0.572051	1.0
19519071	682	0.898	0.895	118.0	2.69047	0.462114	9.0
181520337	683	0.94	0.945	2.0	0.255742	0.172111	1.0
49464688	684	0.56	0.896	26.0	0.886586	0.181514	7.0
26470645	685	0.904	0.904	2.0	0.656631	0.632785	1.0
75192691	686	0.951	0.951	2.0	0.525004	0.442346	1.0
43600056	687	0.888	0.888	2.0	0.51818	0.499795	1.0
40362652	688	0.686	0.766	4.0	1.3601	0.657056	2.0
66759379	689	0.63	0.727	2.0	0.771971	0.686077	1.0
15689313	690	0.78	0.824	19.0	2.75833	0.624816	6.0
175222812	691	0.896	0.896	2.0	0.483681	0.45606	1.0
197962366	692	0.844	0.844	2.0	0.553713	0.515473	1.0
17506774	693	0.764	0.75	183.0	4.54862	0.640811	10.0
14179549	694	0.911	0.909	4.0	0.741616	0.536732	4.0
25799963	695	0.841	0.841	2.0	0.640873	0.606676	1.0
92694911	696	1.0	1.0	2.0	0.436817	0.373584	1.0
7449512	697	0.919	0.919	2.0	0.430707	0.372533	1.0
8159652	698	0.858	0.875	107.0	2.57969	0.408747	9.0
26744291	699	0.736	0.822	43.0	4.70484	0.315165	10.0
167686055	700	0.799	0.799	2.0	0.505857	0.502659	1.0
14330959	701	0.81	0.797	2.0	0.781086	0.667292	1.0
175405668	702	0.969	0.975	2.0	0.333207	0.224675	1.0
152352981	703	0.906	0.906	2.0	0.501955	0.495249	1.0
24975816	704	0.94	0.963	2.0	0.508961	0.346753	1.0
127686449	705	0.771	0.771	2.0	0.484487	0.42843	1.0
19771162	706	0.797	0.797	2.0	0.618889	0.574229	1.0
119113698	707	0.862	0.862	2.0	0.36222	0.323122	1.0
263288991	708	1.0	1.0	2.0	0.486898	0.368969	1.0
126979577	709	0.878	0.876	22.0	1.50488	0.329696	7.0
271118582	710	0.839	0.839	1.0	-0.0	0.471025	1.0
129176641	711	0.94	0.943	2.0	0.616963	0.458479	1.0
73779154	712	0.888	0.88	2.0	0.642715	0.525522	1.0
43337452	713	0.741	0.718	172.0	2.83864	0.313535	10.0
96477730	714	0.802	0.802	1.0	-0.0	0.77386	1.0
23437737	715	0.836	0.836	2.0	0.595315	0.573543	1.0
75141533	716	0.943	0.948	2.0	0.192822	0.138186	1.0
26874644	717	0.841	0.841	2.0	0.553713	0.512305	1.0
235737404	718	0.901	0.901	2.0	0.33423	0.290913	1.0
203652149	719	0.742	0.742	2.0	0.744755	0.693775	1.0
197156324	720	0.964	0.953	2.0	0.49566	0.368479	1.0
17224082	721	0.927	0.927	2.0	0.528762	0.504514	1.0
108357234	722	0.943	0.951	2.0	0.325996	0.242533	1.0
68241308	723	0.915	0.915	2.0	0.404743	0.336104	1.0
158269738	724	0.998	0.996	2.0	0.104651	0.0439963	7.0
18262412	725	0.787	0.81	167.0	4.90107	0.517985	10.0
20567743	726	0.805	0.853	4.0	1.52029	0.608027	2.0
703953	727	0.898	0.898	2.0	0.660201	0.613503	1.0
138274446	728	0.984	0.984	2.0	0.461522	0.342581	1.0
26312359	729	0.831	0.831	21.0	3.24025	0.701179	7.0
19410436	730	0.973	0.973	2.0	0.33729	0.30454	1.0
186250318	731	0.943	0.943	2.0	0.528012	0.486138	1.0
114049072	732	0.961	0.961	2.0	0.461522	0.445038	1.0
113619900	733	0.862	0.828	136.0	4.96282	0.604009	10.0
76000222	734	0.859	0.859	2.0	0.616963	0.57864	1.0
19552126	735	0.901	0.906	4.0	0.59035	0.394492	4.0
20951716	736	0.828	0.828	2.0	0.549385	0.486601	1.0
216994183	737	0.889	0.914	34.0	1.25226	0.251255	7.0
262537144	738	0.747	0.771	2.0	0.341346	0.257686	1.0
21975870	739	0.834	0.842	3.0	0.607545	0.377393	2.0
11674822	740	0.953	0.953	2.0	0.552993	0.49494	1.0
27257879	741	0.897	0.892	4.0	0.8853	0.39548	2.0
14131420	742	0.998	0.996	2.0	0.28084	0.160891	1.0
10400902	743	0.974	0.971	4.0	0.978658	0.435638	2.0
169234290	744	0.898	0.898	2.0	0.440283	0.399474	1.0
19475375	745	0.891	0.891	2.0	0.521222	0.50779	1.0
17343595	746	0.608	0.733	38.0	3.94756	0.581723	7.0
156783397	747	0.792	0.792	2.0	0.551553	0.490708	1.0
101142166	748	0.784	0.784	2.0	0.768728	0.753441	1.0
242354131	749	0.763	0.763	2.0	0.618248	0.555207	1.0
27865199	750	0.927	0.927	2.0	0.42807	0.411962	1.0
114467024	751	0.903	0.908	3.0	0.45785	0.30312	2.0
27071190	752	0.863	0.906	58.0	2.19291	0.336011	8.0
8883702	753	0.789	0.789	2.0	0.697313	0.663883	1.0
38668559	754	0.966	0.964	2.0	0.431156	0.219291	1.0
224255455	755	0.958	0.958	2.0	0.491692	0.422999	1.0
211787112	756	0.948	0.951	2.0	0.4893	0.341622	1.0
25874451	757	0.802	0.802	2.0	0.695109	0.679211	1.0
159563937	758	0.932	0.926	4.0	1.12279	0.516633	2.0
183163917	759	0.927	0.927	2.0	0.5735	0.519704	1.0
6018562	760	0.875	0.872	95.0	3.06591	0.554823	9.0
206358757	761	0.906	0.906	2.0	0.659608	0.626342	1.0
24303	762	0.891	0.891	1.0	-0.0	0.635698	1.0
73341141	763	0.799	0.788	14.0	3.24525	0.5602	5.0
59580078	764	0.792	0.787	12.0	1.65113	0.690875	8.0
16148602	765	0.894	0.894	2.0	0.529511	0.464526	1.0
226777208	766	0.76	0.76	1.0	-0.0	0.605517	1.0
52504402	767	0.771	0.828	2.0	0.657824	0.545913	1.0
42381705	768	0.778	0.963	63.0	2.11152	0.304141	8.0
50832715	769	0.917	0.908	22.0	1.67932	0.360295	7.0
106185357	770	0.936	0.941	3.0	0.560625	0.42306	3.0
13225072	771	0.848	0.843	42.0	2.2251	0.607646	8.0
270308750	772	0.898	0.898	2.0	0.385255	0.339603	1.0
50193	773	0.824	0.815	98.0	3.41613	0.611362	9.0
16630502	774	0.872	0.872	2.0	0.702234	0.696803	1.0
58912749	775	0.777	0.777	9.0	2.63096	0.604497	6.0
132220676	776	0.983	0.977	2.0	0.345377	0.248564	1.0
172238478	777	0.758	0.758	2.0	0.593976	0.56412	1.0
20660609	778	0.995	0.992	7.0	1.70095	0.317855	4.0
94380830	779	0.844	0.935	2.0	0.439418	0.312298	1.0
5778852	780	0.945	0.945	2.0	0.536209	0.477278	1.0
219486031	781	0.948	0.948	2.0	0.508961	0.425072	1.0
17971670	782	0.756	0.761	234.0	5.22437	0.630201	10.0
6535242	783	0.795	0.789	36.0	2.42227	0.605978	8.0
90404746	784	0.732	0.732	2.0	0.544295	0.486874	1.0
14850221	785	0.854	0.865	2.0	0.418305	0.314233	1.0
16177296	786	0.935	0.935	4.0	0.784123	0.489373	4.0
136817353	787	0.995	0.995	2.0	0.565806	0.518972	1.0
94686506	788	0.994	0.994	2.0	0.420983	0.355641	1.0
14524060	789	0.87	0.87	2.0	0.64699	0.641879	1.0
220578999	790	0.974	0.974	2.0	0.235565	0.206321	1.0
19790013	791	0.888	0.888	2.0	0.490098	0.484431	1.0
130158543	792	0.919	0.94	2.0	0.576964	0.41927	1.0
148055679	793	0.875	0.929	87.0	1.46527	0.190348	9.0
175344254	794	0.878	0.911	2.0	0.438553	0.29153	1.0
51240919	795	0.992	0.99	2.0	0.33423	0.231521	1.0
25163231	796	0.766	0.766	2.0	0.757878	0.741289	1.0
22883967	797	0.838	0.953	17.0	3.39433	0.251183	6.0
39619991	798	0.94	0.94	2.0	0.498815	0.447345	1.0
18162777	799	0.958	0.961	3.0	0.617584	0.439976	2.0
39932500	800	0.906	0.898	5.0	1.16647	0.520314	4.0
27018757	801	0.769	0.9	33.0	3.55189	0.37737	7.0
15917510	802	0.893	0.907	54.0	2.30005	0.47498	8.0
132526387	803	0.739	0.862	121.0	4.26334	0.485711	10.0
59608784	804	0.906	0.945	2.0	0.459849	0.276058	1.0
196310571	805	0.753	0.753	2.0	0.678251	0.610566	1.0
20351695	806	0.88	0.88	2.0	0.46817	0.427682	1.0
169655919	807	0.89	0.893	15.0	1.49414	0.177711	6.0
17734669	808	0.827	0.974	43.0	3.50645	0.260632	9.0
31962068	809	0.898	0.898	2.0	0.525757	0.471662	1.0
149532313	810	0.868	0.887	3.0	0.644651	0.306479	4.0
29015085	811	0.943	0.938	2.0	0.401996	0.274269	1.0
95354168	812	0.865	0.865	2.0	0.112989	0.0985905	1.0
19062153	813	0.78	0.793	5.0	1.29606	0.564862	4.0
18368098	814	0.901	0.901	2.0	0.676532	0.621187	1.0
15051601	815	0.857	0.857	2.0	0.689555	0.625822	1.0
28017930	816	0.856	0.856	2.0	0.447787	0.333714	3.0
97985235	817	0.969	0.969	2.0	0.35928	0.308094	1.0
23420024	818	0.794	0.794	2.0	0.615029	0.561395	1.0
134670236	819	0.666	0.674	11.0	2.41502	0.645307	5.0
204390536	820	0.915	0.915	2.0	0.56651	0.518787	1.0
159163111	821	0.909	0.909	1.0	-0.0	0.529767	1.0
262445429	822	0.621	0.697	3.0	1.32043	0.604321	2.0
254359278	823	1.0	1.0	2.0	0.246424	0.125775	1.0
14517899	824	0.872	0.872	2.0	0.52198	0.516889	1.0
39935911	825	0.865	0.865	1.0	-0.0	0.660103	1.0
16249213	826	0.912	0.912	2.0	0.548714	0.450647	3.0
50060799	827	0.841	0.953	13.0	3.36703	0.239511	6.0
15600217	828	0.849	0.849	2.0	0.492488	0.459528	1.0
117477071	829	0.772	0.91	49.0	4.22994	0.426623	8.0
89492277	830	0.943	0.943	2.0	0.473929	0.382271	1.0
110866731	831	0.794	0.794	1.0	-0.0	0.797244	1.0
104901157	832	0.917	0.917	2.0	0.545025	0.487247	1.0
170394787	833	0.901	0.901	1.0	-0.0	0.694635	1.0
